name	type	units	sampling_frequency
PSG_F3	EEG	uV	256
PSG_F4	EEG	uV	256
PSG_C3	EEG	uV	256
PSG_C4	EEG	uV	256
PSG_O1	EEG	uV	256
PSG_O2	EEG	uV	256
PSG_EOGL	EEG	uV	256
PSG_EOGR	EEG	uV	256
PSG_EMG	EEG	uV	256
